"from_iso3","to_iso3","FABLE_Item","q_initial","net_initial","trade_USD_t","adv","sdt_USD_t","dummy_q_initial"
"R_CSA","R_SSA","Rice",179.0166689,179.0166689,304.357874042735,0.150546702493217,56.8529375294114,1
"R_CSA","R_SSA","Soyabean",0.20108,0.20108,325.746522282347,0.132090301002885,131.657678188689,1
"R_CSA","R_SSA","Wheat",34.9768683,34.5015033,309.368197790326,0.183511455681911,59.7711357375301,1
"R_CSA","SWE","Cocoa",0,-0.3878609,315.905127977025,0.01435962014,37.2850741620616,0
"R_CSA","SWE","Coffee",25.6676457,25.6676457,308.505879730264,0.0153062097279221,56.4191946763629,1
"R_CSA","SWE","Wheat",0,-0.0199227,315.905127977025,0.103416894131818,36.7257254493504,0
"R_CSA","TUR","Cocoa",0.470378,-4.4855306,376.895074349334,0.0630954954695455,125.280023945409,1
"R_CSA","TUR","Coffee",1.7138248,1.6885074,372.05339124762,0.145872271723376,372.244032064547,1
"R_CSA","TUR","Corn",0.0041922,-18.4588506,395.112265527494,0.273571428571429,170.712355540023,1
"R_CSA","TUR","Rice",88.3038224,86.6205329,357.672159358494,0.3934,142.363894615385,1
"R_CSA","TUR","Soyabean",30.412577,30.412577,361.505075790025,0.132102272727273,105.93305,1
"R_CSA","TUR","Wheat",0,-235.2632749,362.317307407593,0.230816887322727,65.4413644840748,0
"R_CSA","USA","Cocoa",86.0085478,68.6340107,123.942606316681,0.0402066453695455,83.8847048358282,1
"R_CSA","USA","Coffee",295.1816295,293.53183795,122.423600301555,0.0136011772142857,39.0676106565312,1
"R_CSA","USA","Corn",16.85173585,-5953.43927375,125.97941698199,0.0027132779012987,4.69923328771856,1
"R_CSA","USA","Palm Oil",30.964663,29.1931643,171.858198768296,0.130898515355839,105.417378070925,1
"R_CSA","USA","Rice",20.0675803,-1232.6219744,125.759583534929,0.0114047038390909,10.0303085609532,1
"R_CSA","USA","Soyabean",20.034982,-626.63925875,125.761628084017,0.0122697194284091,21.1137648833819,1
"R_CSA","USA","Wheat",13.4521592,-2787.2132671,126.263586313473,0.0277109920149733,7.66000994565392,1
"R_NEU","ARG","Cocoa",0.1005943,0.1005943,418.630409249105,0.154,283.594062716952,1
"R_NEU","ARG","Coffee",0.3732422,0.3732422,413.177438171201,0.158571428571429,389.902740835207,1
"R_NEU","ARG","Corn",0,-0.4060761,369.037148162648,0.0771428571428572,18.9218571428571,0
"R_NEU","ARG","Wheat",0,-0.2214668,369.037148162648,0.150784313723529,37.4322058818662,0
"R_NEU","AUS","Cocoa",4.5899433,4.5899433,556.95455954033,0.025,46.0379971943104,1
"R_NEU","AUS","Coffee",3.2182666,3.182503,558.935400394202,0.154879814919143,328.658840843006,1
"R_NEU","AUS","Corn",0.0161376,0.0161376,589.331218410589,0.206950861791209,40.039175529802,1
"R_NEU","AUS","Rice",0,-0.0111821,283.519139266581,0.254399717832157,119.141957480125,0
"R_NEU","AUS","Wheat",0.5879675,0.5879675,568.518110111216,0.0215126050420168,5.23583193277311,1
"R_NEU","BRA","Cocoa",2.1632561,2.1541723,312.45012187499,0.154,283.594062716952,1
"R_NEU","BRA","Coffee",1.8443815,-21.689249,312.948785305904,0.122857142857143,302.086808214665,1
"R_NEU","BRA","Corn",0,-10.9999875,369.037148162648,0.0771428571428572,18.9218571428571,0
"R_NEU","BRA","Palm Oil",0,-13.176785,369.037148162648,0.1,84.19,0
"R_NEU","BRA","Rice",0,-80.0652962,369.037148162648,0.09533333334,32.956733335638,0
"R_NEU","BRA","Wheat",0.0152618,0.01363905,328.318776138523,0.138431372547059,34.3655882348073,1
"R_NEU","CAN","Cocoa",12.1543148,12.1420814,206.972370882602,0.235690476187143,429.994893788721,1
"R_NEU","CAN","Coffee",0.6838725,0.6838725,213.014873205061,0.154879814919143,328.658840843006,1
"R_NEU","CAN","Corn",0,-0.3346875,271.759958990611,0.206950861791209,40.039175529802,0
"R_NEU","CAN","Rice",0.0111493,0.0111493,221.96638208065,0.0156198940942857,6.099164195521,1
"R_NEU","CAN","Soyabean",0,-0.2703406,271.759958990611,0.0169642857142857,7.57090625,0
"R_NEU","CAN","Wheat",0.2447732,-39.6865656,215.21475387098,0.279006832576471,66.198882861859,1
"R_NEU","CHN","Cocoa",1.561683,0.9157658,239.347180541268,0.0720285714285714,66.4174839523251,1
"R_NEU","CHN","Coffee",0.0557026,-1.2013989,247.460274368754,0.0966530612244897,170.479997194012,1
"R_NEU","CHN","Corn",0,-0.9985579,283.519139266581,0.391428571428571,94.1989591836735,0
"R_NEU","CHN","Palm Oil",0,-1.59508,283.519139266581,0.0875,73.66625,0
"R_NEU","CHN","Rice",0,-7.42486565,283.519139266581,0.465714285711429,160.7505,0
"R_NEU","CHN","Soyabean",0,-0.5136455,283.519139266581,0.0731071428571429,27.063465,0
"R_NEU","CHN","Wheat",0.2762796,0.0131131,243.529039905939,0.224260504201681,52.4521361344538,1
"R_NEU","COL","Cocoa",0.0330404,0.0126521,324.816311366292,0.118333333335714,197.451854635422,1
"R_NEU","COL","Coffee",0.0588565,-1.1130607,322.946319051089,0.102867346938776,145.247552554377,1
"R_NEU","COL","Palm Oil",0,-0.2222721,369.037148162648,0.2,168.38,0
"R_NEU","DEU","Cocoa",25.0152779,5.83562955,25.3549103454137,0.00881718547571429,56.829578426971,1
"R_NEU","DEU","Coffee",8.8348164,2.1544935,25.6201788563018,0.0105498890734694,90.791938106938,1
"R_NEU","DEU","Corn",5.6016429,-13.3417466,25.7371810927096,0.0859537710061224,61.3432751053761,1
"R_NEU","DEU","Palm Oil",0,-2.6416103,53.0862389233393,0.0155238095285714,22.8716166736825,0
"R_NEU","DEU","Rice",0.5150061,-0.6748578,26.3588226967792,0.0883651219514286,71.2782528700873,1
"R_NEU","DEU","Soyabean",80.5226074,80.217048,25.0602243260865,0.00596428571428571,5.106025,1
"R_NEU","DEU","Wheat",5.0574859,-106.9348405,25.7634954712179,0.0542301737739496,34.6037458596314,1
"R_NEU","DNK","Cocoa",0.3574194,-0.1233264,30.5558804613759,0.00881718547571429,56.829578426971,1
"R_NEU","DNK","Coffee",0.0531465,-0.6685103,31.1438168599968,0.0105498890734694,90.791938106938,1
"R_NEU","DNK","Corn",1.36355,1.3247393,30.1494832480285,0.0859537710061224,61.3432751053761,1
"R_NEU","DNK","Palm Oil",0.29951,0.29951,53.0862389233393,0.0155238095285714,22.8716166736825,1
"R_NEU","DNK","Rice",0,-0.0627685,53.0862389233393,0.0883651219514286,71.2782528700873,0
"R_NEU","DNK","Soyabean",0,-0.013364,53.0862389233393,0.00596428571428571,5.106025,0
"R_NEU","DNK","Wheat",0.3803392,-10.4517372,30.5368947811976,0.0542301737739496,34.6037458596314,1
"R_NEU","ETH","Coffee",0,-3.6483393,153.128587319878,0.257142857142857,632.274714867904,0
"R_NEU","ETH","Wheat",0.70002,0.70002,135.450887655007,0.240196078429412,59.6286764701015,1
"R_NEU","FIN","Cocoa",1.2210271,1.2003994,39.7843958297364,0.00881718547571429,56.829578426971,1
"R_NEU","FIN","Coffee",0.3837516,0.3787117,40.2475564553812,0.0105498890734694,90.791938106938,1
"R_NEU","FIN","Rice",0,-0.0010806,53.0862389233393,0.0883651219514286,71.2782528700873,0
"R_NEU","FIN","Wheat",0.1101547,0.041744,40.7530380428667,0.0542301737739496,34.6037458596314,1
"R_NEU","GBR","Cocoa",12.1493732,11.04378105,37.2324991784806,0.00881718547571429,56.829578426971,1
"R_NEU","GBR","Coffee",4.2883494,3.0025849,37.6222552588254,0.0105498890734694,90.791938106938,1
"R_NEU","GBR","Corn",6.0740198,6.0604535,37.4915128457908,0.0859537710061224,61.3432751053761,1
"R_NEU","GBR","Palm Oil",0,-0.0738291,53.0862389233393,0.0155238095285714,22.8716166736825,0
"R_NEU","GBR","Rice",0,-0.7648138,53.0862389233393,0.0883651219514286,71.2782528700873,0
"R_NEU","GBR","Soyabean",0,-0.06294,53.0862389233393,0.00596428571428571,5.106025,0
"R_NEU","GBR","Wheat",17.4425113,13.54500035,37.0980974069318,0.0542301737739496,34.6037458596314,1
"R_NEU","GRC","Cocoa",0.63995255,-0.35098885,29.1821661339227,0.00881718547571429,56.829578426971,1
"R_NEU","GRC","Coffee",0.476876,0.1335041,29.2681281991175,0.0105498890734694,90.791938106938,1
"R_NEU","GRC","Corn",62.1784117,60.0419302,27.8767799593531,0.0859537710061224,61.3432751053761,1
"R_NEU","GRC","Palm Oil",0,-0.170749,53.0862389233393,0.0155238095285714,22.8716166736825,0
"R_NEU","GRC","Rice",0,-6.4898133,53.0862389233393,0.0883651219514286,71.2782528700873,0
"R_NEU","GRC","Wheat",37.3671725,28.7841041,28.0190948201336,0.0542301737739496,34.6037458596314,1
"R_NEU","IDN","Cocoa",0.4195527,0.0189938,354.603006580642,0.1225,225.586186252121,1
"R_NEU","IDN","Coffee",0,-2.4921301,283.519139266581,0.157142857142857,386.390103530386,0
"R_NEU","IDN","Palm Oil",0,-9.467826,283.519139266581,0.0138888889,11.69305556491,0
"R_NEU","IDN","Soyabean",0,-0.0030618,283.519139266581,0.0625,26.5645833333333,0
"R_NEU","IDN","Wheat",25.4339128,25.3627548,340.342470459556,0.115098039217647,28.5730882357809,1
"R_NEU","IND","Cocoa",0.1573493,0.1573493,180.002539713301,0.3,552.455966331725,1
"R_NEU","IND","Coffee",0.0098696,-15.4555996,185.056475006726,0.7,1721.19227936263,1
"R_NEU","IND","Corn",7.1229238,7.1229238,173.268931771674,0.371428571428571,91.1052380952379,1
"R_NEU","IND","Rice",0,-13.9177319,283.519139266581,0.68,235.076,0
"R_NEU","IND","Wheat",0.0020303,-0.1466272,188.005986687116,0.311764705882353,77.3955882352941,1
"R_NEU","IRL","Cocoa",0.0123357,-0.0540092,NA,0,0,1
"R_NEU","IRL","Coffee",0.4606762,0.454535,NA,0,0,1
"R_NEU","IRL","Corn",0.0032775,0.0032775,NA,0,0,1
"R_NEU","IRL","Wheat",0.0683634,-0.1837126,NA,0,0,1
"R_NEU","MEX","Cocoa",0.0625496,-0.00443200000000001,338.308171868724,0.121188809711429,225.586240692053,1
"R_NEU","MEX","Coffee",0.3461769,-2.3122398,332.568991046179,0.342857142857143,843.032953157205,1
"R_NEU","MEX","Corn",0,-0.0939119,369.037148162648,0.0557142857142857,13.6657857142857,0
"R_NEU","NOR","Cocoa",0.1844001,0.1623914,39.8165054819547,0.0257379175828571,47.3968870986788,1
"R_NEU","NOR","Coffee",0.623432,0.623432,39.3344300676064,0.154879814919143,328.658840843006,1
"R_NEU","NOR","Corn",14.3033,14.3033,38.1211848293064,0.533565276428571,129.151780208967,1
"R_NEU","NOR","Rice",0.0426336,0.0426336,40.4038948989503,0.235858220745714,82.8692258783268,1
"R_NEU","NOR","Wheat",0.0490971,0.00398540000000001,40.3469020879999,0.345602488596639,82.7973049951352,1
"R_NEU","NPL","Cocoa",0.0294948,0.0294948,187.509944886691,0.195,359.096378115621,1
"R_NEU","RUS","Cocoa",19.013536,-22.6861546,58.8349936997571,0.0294656024214286,50.4091399847595,1
"R_NEU","RUS","Coffee",14.3217367,9.1448536,59.0019524645225,0.0461904761938776,106.940291287933,1
"R_NEU","RUS","Corn",2.2117932,-1.1101272,60.1144523535875,0.0444897959183674,12.7204380952381,1
"R_NEU","RUS","Palm Oil",0,-0.9882567,47.2267652474879,0.00758928571428571,6.13885416666667,0
"R_NEU","RUS","Rice",0.3984997,-9.7284366,61.1536045013091,0.0634126984142857,21.0620925928487,1
"R_NEU","RUS","Soyabean",102.5485657,102.4740754,57.851822400771,0.0197321428571429,8.60803125,1
"R_NEU","RUS","Wheat",7.0702385,-218.2745262,59.4199113531259,0.0743310946983193,23.4059474181575,1
"R_NEU","RWA","Coffee",0,-0.1644937,153.128587319878,0.228571428571429,562.02196877147,0
"R_NEU","R_ASP","Cocoa",4.43579565,3.97354925,356.887803304048,0.135128834141746,256.04953034158,1
"R_NEU","R_ASP","Coffee",2.00974435,-21.98185345,359.724496402603,0.211064815401474,401.356718363099,1
"R_NEU","R_ASP","Corn",621.06757,621.0569297,339.680043868955,0.210043423132539,68.6591158526319,1
"R_NEU","R_ASP","Palm Oil",0,-86.5559187,283.519139266581,0.204890211640476,213.652170239098,0
"R_NEU","R_ASP","Rice",0,-43.1643281,283.519139266581,0.72244228127127,529.262661096762,0
"R_NEU","R_ASP","Soyabean",0.464123,-0.2620986,365.035490354483,0.182375,107.975371354167,1
"R_NEU","R_ASP","Wheat",15.0748283,13.8887419,352.54852149772,0.185246333276004,53.4893982472039,1
"R_NEU","R_CSA","Cocoa",0.74782685,-1.64474375,322.839803726751,0.135619614512789,246.727126869077,1
"R_NEU","R_CSA","Coffee",0.1420798,-5.6314974,328.246241319779,0.166231778425267,352.759853777366,1
"R_NEU","R_CSA","Corn",0,-0.032707,369.037148162648,0.0705325558794946,18.6462819875776,0
"R_NEU","R_CSA","Palm Oil",0,-4.74638,369.037148162648,0.152953514740816,127.988845239098,0
"R_NEU","R_CSA","Rice",0,-0.3697049,369.037148162648,0.201442857142857,75.5409373013678,0
"R_NEU","R_CSA","Soyabean",0,-2.486352,369.037148162648,0.0990265666858843,46.7318113750209,0
"R_NEU","R_CSA","Wheat",0.0514771,0.0514771,331.59574142879,0.12023187052533,29.1897797348126,1
"R_NEU","R_NMC","Cocoa",11.4291539,11.3481798,81.8255229282506,0.108202470930343,233.187651857112,1
"R_NEU","R_NMC","Coffee",3.5512033,3.3934778,82.7875775583578,0.0905904761912653,275.229768824477,1
"R_NEU","R_NMC","Corn",1973.7993328,1973.7993328,77.716977184378,0.0676476190474286,24.3490154761143,1
"R_NEU","R_NMC","Rice",0.5803157,-22.0926012,84.3009147281808,0.0672100122106286,37.2436932525669,1
"R_NEU","R_NMC","Soyabean",478.87118,478.87118,78.8255016434642,0.0667857142857143,39.1305369897959,1
"R_NEU","R_NMC","Wheat",394.7046906,392.2483679,78.9780137696817,0.139022343497345,47.7287814029813,1
"R_NEU","R_OEU","Cocoa",58.46120305,-23.1918103,28.5354287050663,0.0101240790515079,69.0177450703104,1
"R_NEU","R_OEU","Coffee",42.40604345,-12.1201211,28.6271953456297,0.0114660516986395,87.1085370482265,1
"R_NEU","R_OEU","Corn",3698.186506,3495.8494648,27.3762016385075,0.08457992205,46.7049708860214,1
"R_NEU","R_OEU","Palm Oil",0.040675,-17.0508508,53.0862389233393,0.014661375665873,22.8716166736825,1
"R_NEU","R_OEU","Rice",2.7512699,-42.76411695,29.4210214816376,0.0853607104144444,60.3726896525655,1
"R_NEU","R_OEU","Soyabean",78.5292815,45.7003255,28.4513424404098,0.00731944444444444,12.9361375,1
"R_NEU","R_OEU","Wheat",415.323776,-215.7868012,27.9813852643364,0.0547561351748833,26.5705664619043,1
"R_NEU","R_SSA","Cocoa",0.8437864,-40.8654016,175.536347556599,0.216645604395604,367.448986178018,1
"R_NEU","R_SSA","Coffee",0.2418115,-7.3065276,177.743862436319,0.195320243730141,471.463116246704,1
"R_NEU","R_SSA","Corn",30.048951,29.747651,169.375694764774,0.12136708529584,31.030166106525,1
"R_NEU","R_SSA","Palm Oil",0,-2.3560184,153.128587319878,0.166451465206593,138.624612744273,0
"R_NEU","R_SSA","Rice",0.0035597,0.0035597,185.402356081549,0.150876347421868,43.5305934915037,1
"R_NEU","R_SSA","Wheat",51.3657348,51.2611306,168.470027891605,0.182782678087492,44.627661164201,1
"R_NEU","SWE","Cocoa",3.29019345,1.5652731,33.8561917959831,0.00881718547571429,56.829578426971,1
"R_NEU","SWE","Coffee",2.4559441,2.1084243,33.9553440961289,0.0105498890734694,90.791938106938,1
"R_NEU","SWE","Corn",0.03845735,0.02880275,35.396516782898,0.0859537710061224,61.3432751053761,1
"R_NEU","SWE","Palm Oil",0,-0.054028,53.0862389233393,0.0155238095285714,22.8716166736825,0
"R_NEU","SWE","Rice",0.0546209,0.0068337,35.2725397960943,0.0883651219514286,71.2782528700873,1
"R_NEU","SWE","Soyabean",0,-0.0057395,53.0862389233393,0.00596428571428571,5.106025,0
"R_NEU","SWE","Wheat",1.1031211,-1.0104196,34.228202188222,0.0542301737739496,34.6037458596314,1
"R_NEU","TUR","Cocoa",2.215155,-1.8120258,36.4866175091296,0.04135915317,86.7144824695482,1
"R_NEU","TUR","Coffee",4.158588,3.686546,36.2575275981121,0.111835639985714,278.015949256993,1
"R_NEU","TUR","Corn",18.8528765,18.1149197,35.7136196395459,0.233673469387755,58.9063979591837,1
"R_NEU","TUR","Rice",0,-1.5116389,47.2267652474879,0.336971428571429,90.5734,0
"R_NEU","TUR","Soyabean",15.178886,15.178886,35.7911164845738,0.106821428571429,42.675135,1
"R_NEU","TUR","Wheat",27.2478543,18.8315436,35.5823249995619,0.19197026090084,43.7692274168953,1
"R_NEU","USA","Cocoa",10.83129885,10.33034355,247.131034995813,0.0458494298085714,86.8319132402214,1
"R_NEU","USA","Coffee",1.5311338,1.4121651,252.013590545629,0.0158515609285714,39.3802194238649,1
"R_NEU","USA","Corn",0.0497893,-0.4245178,260.797085206802,0.00303555780408163,1.48547632287679,1
"R_NEU","USA","Rice",0.0101388,-2.2586026,264.980690732535,0.02827303564,10.3936281512995,1
"R_NEU","USA","Soyabean",0,-25.0807075,271.759958990611,0.0114642857142857,4.0745625,0
"R_NEU","USA","Wheat",1.6391872,0.6692327,251.841796013367,0.0334684716731093,8.2290871470389,1
"R_NMC","ARG","Cocoa",0,-0.6293107,427.459452146488,0.1485,141.797031358476,0
"R_NMC","ARG","Corn",0,-10081.374175,427.459452146488,0.0743877551020409,21.0918857142857,0
"R_NMC","ARG","Rice",0.0836826,-2.2870096,482.12036003573,0.091928571435,47.8021673038344,1
"R_NMC","ARG","Soyabean",0,-648.862903,427.459452146488,0.0988392857142857,43.3396971659159,0
"R_NMC","ARG","Wheat",0.0046227,-90.7962198,496.286962920485,0.145399159661974,54.2178249167716,1
"R_NMC","AUS","Cocoa",1.2212483,0.758932,452.022354477279,0.0232142857142857,23.0189985971552,1
"R_NMC","AUS","Coffee",0.21678905,0.11390755,459.904415693948,0.154549052620008,632.496039344397,1
"R_NMC","AUS","Corn",0.458665,-3.07517595,456.470795221379,0.202113441543631,57.2643780609427,1
"R_NMC","AUS","Rice",27.2083377,-43.534813,438.208636562531,0.245592627546489,116.894621981323,1
"R_NMC","AUS","Wheat",5.0806827,-1614.4719909,445.624163629143,0.0157983193277311,5.15369056796717,1
"R_NMC","BRA","Cocoa",0.0322222,-1.52212585,389.946695570696,0.1485,141.797031358476,1
"R_NMC","BRA","Coffee",3.177759,-88.3977919,372.44794877173,0.118469387755102,151.043404107332,1
"R_NMC","BRA","Corn",0,-10779.5796065,427.459452146488,0.0743877551020409,21.0918857142857,0
"R_NMC","BRA","Rice",0.2237299,-19.6439056,382.463113419287,0.091928571435,47.8021673038344,1
"R_NMC","BRA","Soyabean",0,-3087.910743,427.459452146488,0.0988392857142857,43.3396971659159,0
"R_NMC","BRA","Wheat",0.0178642,-183.4774334,392.253620328691,0.133487394956093,49.7760525243125,1
"R_NMC","CAN","Cocoa",0.5998596,-0.0755747,317.682108708331,0.23608333333,428.153373900948,1
"R_NMC","CAN","Coffee",0.426102,0.3124181,318.770495296474,0.154549052620008,632.496039344397,1
"R_NMC","CAN","Corn",0.3664821,-0.30389,319.251337407134,0.202113441543631,57.2643780609427,1
"R_NMC","CAN","Rice",18.5218842,18.5137655,306.970330164128,0.01203894957,8.16481547073285,1
"R_NMC","CAN","Soyabean",0,-512.3546512,341.669551934277,0.0203571428571429,10.0421249530781,0
"R_NMC","CAN","Wheat",1.44779055,-1609.73094965,314.89531232745,0.260700272641597,89.9103052677321,1
"R_NMC","CHN","Cocoa",1.5442334,-9.0004109,188.910921432628,0.0868928571428571,95.7590341641657,1
"R_NMC","CHN","Coffee",0.0553769,-4.990384,195.30389712511,0.106785714285714,181.778980524522,1
"R_NMC","CHN","Corn",0,-2.18022105,235.465843158703,0.371071428571429,133.666076190476,0
"R_NMC","CHN","Palm Oil",0,-0.1538148,235.465843158703,0.08125,36.833125,0
"R_NMC","CHN","Rice",541.8891023,371.96462845,178.15790274367,0.433166666661429,243.660345254333,1
"R_NMC","CHN","Soyabean",6.481895,1.677856,186.220365983189,0.0849017857142857,38.3832331539873,1
"R_NMC","CHN","Wheat",205.8313121,197.6011206,179.890853088863,0.220670168067227,81.3967190571185,1
"R_NMC","COL","Cocoa",0,-0.1712467,427.459452146488,0.12666666667,233.259185790645,0
"R_NMC","COL","Coffee",0.0018457,-9.6664865,451.452702779098,0.135714285714286,333.70054395806,1
"R_NMC","COL","Palm Oil",0,-0.895809,427.459452146488,0.2,168.38,0
"R_NMC","COL","Wheat",0,-0.151011,427.459452146488,0.128431372547059,47.8864414072301,0
"R_NMC","DEU","Cocoa",0.8160416,-23.99054445,94.9623327855454,0.0252732132089286,52.1328867448965,1
"R_NMC","DEU","Coffee",0.4389159,-3.5434436,95.5530787093115,0.0405660182892857,105.768832609952,1
"R_NMC","DEU","Corn",0.0515739,-5.3905363,97.6212125998729,0.189097789215306,69.4400599582377,1
"R_NMC","DEU","Palm Oil",0.047044,0.047044,98.6432126310484,0.0288005952464286,19.527402782455,1
"R_NMC","DEU","Rice",19.48152545,19.41844555,91.9967040160347,0.202248244795,159.005632429436,1
"R_NMC","DEU","Soyabean",0.131649,0.1062139,96.7106544090079,0.014625,10.6411288976477,1
"R_NMC","DEU","Wheat",0.7107687,-3004.11710835,95.0935837401044,0.144739523469328,61.9513501198318,1
"R_NMC","DNK","Cocoa",0.1115386,-0.1414216,100.815227443981,0.0252732132089286,52.1328867448965,1
"R_NMC","DNK","Coffee",0,-0.9056273,98.6432126310484,0.0405660182892857,105.768832609952,0
"R_NMC","DNK","Palm Oil",0,-0.244651,98.6432126310484,0.0288005952464286,19.527402782455,0
"R_NMC","DNK","Rice",3.4274575,3.3913142,97.4205697955496,0.202248244795,159.005632429436,1
"R_NMC","DNK","Soyabean",4.425047,4.425047,97.1720147139217,0.014625,10.6411288976477,1
"R_NMC","DNK","Wheat",0.1120106,-96.09755695,100.810970318178,0.144739523469328,61.9513501198318,1
"R_NMC","ETH","Cocoa",0.1332982,0.1332982,84.0083259611756,0.273035714285714,481.097070680544,1
"R_NMC","ETH","Coffee",0.2935571,-52.0279342,83.347705311753,0.255306122448979,600.660979124509,1
"R_NMC","ETH","Corn",0.8275298,0.8275298,82.4883728755952,0.170204081632653,60.5116071428572,1
"R_NMC","ETH","Palm Oil",3.293765,3.293765,125.320000234883,0.148928571428571,119.97075,1
"R_NMC","ETH","Rice",4.6294217,4.6294217,81.0802923592352,0.0595714285714286,35.2823944049048,1
"R_NMC","ETH","Soyabean",0,-5.236856,125.320000234883,0.210982142857143,116.805769191066,0
"R_NMC","ETH","Wheat",14.4327388,14.3368132,80.1635766658502,0.238480392155042,87.7239189482805,1
"R_NMC","FIN","Cocoa",0,-0.0122755,98.6432126310484,0.0252732132089286,52.1328867448965,0
"R_NMC","FIN","Rice",0.4506435,0.4506435,95.3856424088688,0.202248244795,159.005632429436,1
"R_NMC","FIN","Wheat",1.5619655,-32.3879699,94.2073149016584,0.144739523469328,61.9513501198318,1
"R_NMC","GBR","Cocoa",1.7115715,-9.58792625,115.70867000082,0.0252732132089286,52.1328867448965,1
"R_NMC","GBR","Coffee",0.3438108,-2.38508475,117.580866670652,0.0405660182892857,105.768832609952,1
"R_NMC","GBR","Corn",2.396197,-1317.6211445,115.319998198373,0.189097789215306,69.4400599582377,1
"R_NMC","GBR","Rice",122.0164899,121.2175244,110.875519284596,0.202248244795,159.005632429436,1
"R_NMC","GBR","Soyabean",0.123987,-47.0505953,118.786227692687,0.014625,10.6411288976477,1
"R_NMC","GBR","Wheat",1.3367628,-114.32427825,115.995010519356,0.144739523469328,61.9513501198318,1
"R_NMC","GRC","Cocoa",0,-3.1068163,98.6432126310484,0.0252732132089286,52.1328867448965,0
"R_NMC","GRC","Coffee",0.122616,0.08934,60.8391606613237,0.0405660182892857,105.768832609952,1
"R_NMC","GRC","Corn",0.1377262,0.1377262,60.7685004553101,0.189097789215306,69.4400599582377,1
"R_NMC","GRC","Rice",2.1457704,-2.780257,59.122508559132,0.202248244795,159.005632429436,1
"R_NMC","GRC","Soyabean",0,-10.411955,98.6432126310484,0.014625,10.6411288976477,0
"R_NMC","GRC","Wheat",0.0495763,-65.83939255,61.3925883955657,0.144739523469328,61.9513501198318,1
"R_NMC","IDN","Cocoa",0.0952378,-10.85872985,254.192255401984,0.1225,225.586186252121,1
"R_NMC","IDN","Coffee",0.0994496,-84.4403685,254.08227988657,0.157142857142857,386.390103530386,1
"R_NMC","IDN","Palm Oil",0,-4155.619976,235.465843158703,0.0138888889,11.69305556491,0
"R_NMC","IDN","Rice",180.8805674,180.8805674,235.709175643724,0.0650015342714286,41.6574107668081,1
"R_NMC","IDN","Soyabean",0,-1.8565557,235.465843158703,0.0625,35.2355261511511,0
"R_NMC","IDN","Wheat",0.0836783,-6.24715985,254.52138605469,0.113259803923529,41.6820091455701,1
"R_NMC","IND","Cocoa",4.4864903,-0.5963642,91.2054170349203,0.271046428571429,179.22592307745,1
"R_NMC","IND","Coffee",0.12039985,-35.1020783,94.5656563841194,0.631887755102041,548.849578878389,1
"R_NMC","IND","Corn",0.3448837,-48.7465583,93.5756762032785,0.343469387755102,117.092285714286,1
"R_NMC","IND","Palm Oil",0,-3.06239,235.465843158703,0.946428571428571,420.95,0
"R_NMC","IND","Rice",3.522082,-7712.6029185,91.4264182806665,0.636428571428571,310.135444515306,1
"R_NMC","IND","Soyabean",31.9414853,31.1449187,89.4326603211878,0.305446428571429,127.129778353353,1
"R_NMC","IND","Wheat",1.912664,-82.8131058,91.9863346441171,0.284768907563025,100.492662513681,1
"R_NMC","IRL","Cocoa",0.0014165,-1.5153477,NA,0,0,1
"R_NMC","IRL","Coffee",0.0472498,0.0136151,NA,0,0,1
"R_NMC","IRL","Rice",1.248697,1.248697,NA,0,0,1
"R_NMC","IRL","Wheat",0.1138007,-39.1076269,NA,0,0,1
"R_NMC","MEX","Cocoa",0.1859807,-0.6548461,450.342371211305,0.116873850693929,197.731509459978,1
"R_NMC","MEX","Coffee",0,-0.3030693,427.459452146488,0.342857142857143,843.032953157205,0
"R_NMC","MEX","Corn",0,-0.0823587,427.459452146488,0.0557142857142857,20.1659714285714,0
"R_NMC","MEX","Rice",0,-0.0038032,427.459452146488,0.158,92.4286661439576,0
"R_NMC","MEX","Wheat",0.0131359,-261.4147588,462.437336001565,0.141841131413445,50.9722237014066,1
"R_NMC","NOR","Cocoa",0,-0.0803725,98.6432126310484,0.0283234198264286,47.2986276973786,0
"R_NMC","NOR","Coffee",0.0302284,0.0302284,113.343669364387,0.154549052620008,632.496039344397,1
"R_NMC","NOR","Corn",0.0254216,0.0254216,113.540131030904,0.496586647670918,162.740539160885,1
"R_NMC","NOR","Rice",1.8064802,1.7880324,108.801050309465,0.219821507326429,134.531998029832,1
"R_NMC","NOR","Wheat",2.6474395,2.6474395,108.385992654464,0.33429651289979,117.897628586592,1
"R_NMC","NPL","Corn",0.98199,0.98199,102.842876649267,0.0986734693877551,35.0864821428571,1
"R_NMC","NPL","Wheat",0.0120292,0.0120292,107.471403160617,0.186628151260504,69.0529454110041,1
"R_NMC","RUS","Cocoa",23.0219788,-154.15479625,75.4523041603895,0.0292246715675,66.7981299726465,1
"R_NMC","RUS","Coffee",1.9050676,-9.12446,77.3561468847803,0.0435374149693878,108.013597132049,1
"R_NMC","RUS","Corn",0.3581529,-504.55311045,78.6598743905589,0.0378571428571429,20.3502857142857,1
"R_NMC","RUS","Palm Oil",0,-9.3028734,68.7746848370146,0.00613839285714286,6.13885416666667,0
"R_NMC","RUS","Rice",22.392577,-22.4929543,75.4732223171993,0.0512896825435714,47.2705111133376,1
